loc,length,bug type,approach
202,9,Re-erntrancy,code snippet injection
150,7,Re-erntrancy,code snippet injection
141,8,Re-erntrancy,code snippet injection
487,10,Re-erntrancy,code snippet injection
469,10,Re-erntrancy,code snippet injection
453,8,Re-erntrancy,code snippet injection
435,5,Re-erntrancy,code snippet injection
418,8,Re-erntrancy,code snippet injection
394,6,Re-erntrancy,code snippet injection
371,8,Re-erntrancy,code snippet injection
350,8,Re-erntrancy,code snippet injection
334,8,Re-erntrancy,code snippet injection
318,8,Re-erntrancy,code snippet injection
246,8,Re-erntrancy,code snippet injection
233,7,Re-erntrancy,code snippet injection
216,8,Re-erntrancy,code snippet injection
168,8,Re-erntrancy,code snippet injection
130,10,Re-erntrancy,code snippet injection
120,9,Re-erntrancy,code snippet injection
111,8,Re-erntrancy,code snippet injection
101,9,Re-erntrancy,code snippet injection
92,8,Re-erntrancy,code snippet injection
83,8,Re-erntrancy,code snippet injection
66,8,Re-erntrancy,code snippet injection
54,8,Re-erntrancy,code snippet injection
42,8,Re-erntrancy,code snippet injection
30,8,Re-erntrancy,code snippet injection
298,6,Re-erntrancy,code snippet injection
287,8,Re-erntrancy,code snippet injection
277,9,Re-erntrancy,code snippet injection
270,6,Re-erntrancy,code snippet injection
262,7,Re-erntrancy,code snippet injection
192,8,Re-erntrancy,code snippet injection
183,8,Re-erntrancy,code snippet injection
