loc,length,bug type,approach
106,2,Unchecked-Send,code snippet injection
102,2,Unchecked-Send,code snippet injection
98,2,Unchecked-Send,code snippet injection
267,2,Unchecked-Send,code snippet injection
261,2,Unchecked-Send,code snippet injection
251,2,Unchecked-Send,code snippet injection
241,2,Unchecked-Send,code snippet injection
229,2,Unchecked-Send,code snippet injection
219,2,Unchecked-Send,code snippet injection
161,2,Unchecked-Send,code snippet injection
150,2,Unchecked-Send,code snippet injection
141,2,Unchecked-Send,code snippet injection
132,2,Unchecked-Send,code snippet injection
125,2,Unchecked-Send,code snippet injection
116,2,Unchecked-Send,code snippet injection
67,2,Unchecked-Send,code snippet injection
56,2,Unchecked-Send,code snippet injection
197,2,Unchecked-Send,code snippet injection
186,2,Unchecked-Send,code snippet injection
183,2,Unchecked-Send,code snippet injection
179,2,Unchecked-Send,code snippet injection
176,2,Unchecked-Send,code snippet injection
173,2,Unchecked-Send,code snippet injection
94,2,Unchecked-Send,code snippet injection
91,2,Unchecked-Send,code snippet injection
87,2,Unchecked-Send,code snippet injection
84,2,Unchecked-Send,code snippet injection
81,2,Unchecked-Send,code snippet injection
78,2,Unchecked-Send,code snippet injection
49,2,Unchecked-Send,code snippet injection
