loc,length,bug type,approach
255,2,Unchecked-Send,code snippet injection
247,2,Unchecked-Send,code snippet injection
237,2,Unchecked-Send,code snippet injection
231,2,Unchecked-Send,code snippet injection
223,2,Unchecked-Send,code snippet injection
214,2,Unchecked-Send,code snippet injection
205,2,Unchecked-Send,code snippet injection
182,2,Unchecked-Send,code snippet injection
173,2,Unchecked-Send,code snippet injection
165,2,Unchecked-Send,code snippet injection
146,2,Unchecked-Send,code snippet injection
138,2,Unchecked-Send,code snippet injection
132,2,Unchecked-Send,code snippet injection
126,2,Unchecked-Send,code snippet injection
120,2,Unchecked-Send,code snippet injection
87,2,Unchecked-Send,code snippet injection
81,2,Unchecked-Send,code snippet injection
75,2,Unchecked-Send,code snippet injection
69,2,Unchecked-Send,code snippet injection
113,2,Unchecked-Send,code snippet injection
110,2,Unchecked-Send,code snippet injection
107,2,Unchecked-Send,code snippet injection
104,2,Unchecked-Send,code snippet injection
101,2,Unchecked-Send,code snippet injection
97,2,Unchecked-Send,code snippet injection
94,2,Unchecked-Send,code snippet injection
60,2,Unchecked-Send,code snippet injection
57,2,Unchecked-Send,code snippet injection
54,2,Unchecked-Send,code snippet injection
