loc,length,bug type,approach
231,2,Unchecked-Send,code snippet injection
215,2,Unchecked-Send,code snippet injection
206,2,Unchecked-Send,code snippet injection
197,2,Unchecked-Send,code snippet injection
188,2,Unchecked-Send,code snippet injection
172,2,Unchecked-Send,code snippet injection
162,2,Unchecked-Send,code snippet injection
152,2,Unchecked-Send,code snippet injection
141,2,Unchecked-Send,code snippet injection
132,2,Unchecked-Send,code snippet injection
126,2,Unchecked-Send,code snippet injection
120,2,Unchecked-Send,code snippet injection
113,2,Unchecked-Send,code snippet injection
105,2,Unchecked-Send,code snippet injection
98,2,Unchecked-Send,code snippet injection
92,2,Unchecked-Send,code snippet injection
220,2,Unchecked-Send,code snippet injection
179,2,Unchecked-Send,code snippet injection
84,2,Unchecked-Send,code snippet injection
81,2,Unchecked-Send,code snippet injection
75,2,Unchecked-Send,code snippet injection
72,2,Unchecked-Send,code snippet injection
