loc,length,bug type,approach
50,2,Unchecked-Send,code snippet injection
45,2,Unchecked-Send,code snippet injection
40,2,Unchecked-Send,code snippet injection
200,2,Unchecked-Send,code snippet injection
180,2,Unchecked-Send,code snippet injection
163,2,Unchecked-Send,code snippet injection
142,2,Unchecked-Send,code snippet injection
125,2,Unchecked-Send,code snippet injection
107,2,Unchecked-Send,code snippet injection
92,2,Unchecked-Send,code snippet injection
69,2,Unchecked-Send,code snippet injection
35,2,Unchecked-Send,code snippet injection
32,2,Unchecked-Send,code snippet injection
27,2,Unchecked-Send,code snippet injection
23,2,Unchecked-Send,code snippet injection
20,2,Unchecked-Send,code snippet injection
17,2,Unchecked-Send,code snippet injection
