loc,length,bug type,approach
44,2,Unchecked-Send,code snippet injection
40,2,Unchecked-Send,code snippet injection
223,2,Unchecked-Send,code snippet injection
216,2,Unchecked-Send,code snippet injection
196,2,Unchecked-Send,code snippet injection
175,2,Unchecked-Send,code snippet injection
163,2,Unchecked-Send,code snippet injection
156,2,Unchecked-Send,code snippet injection
149,2,Unchecked-Send,code snippet injection
138,2,Unchecked-Send,code snippet injection
130,2,Unchecked-Send,code snippet injection
122,2,Unchecked-Send,code snippet injection
115,2,Unchecked-Send,code snippet injection
108,2,Unchecked-Send,code snippet injection
101,2,Unchecked-Send,code snippet injection
92,2,Unchecked-Send,code snippet injection
85,2,Unchecked-Send,code snippet injection
76,2,Unchecked-Send,code snippet injection
62,2,Unchecked-Send,code snippet injection
36,2,Unchecked-Send,code snippet injection
32,2,Unchecked-Send,code snippet injection
22,2,Unchecked-Send,code snippet injection
18,2,Unchecked-Send,code snippet injection
14,2,Unchecked-Send,code snippet injection
10,2,Unchecked-Send,code snippet injection
