loc,length,bug type,approach
138,2,Unchecked-Send,code snippet injection
135,2,Unchecked-Send,code snippet injection
132,2,Unchecked-Send,code snippet injection
129,2,Unchecked-Send,code snippet injection
54,2,Unchecked-Send,code snippet injection
402,2,Unchecked-Send,code snippet injection
395,2,Unchecked-Send,code snippet injection
388,2,Unchecked-Send,code snippet injection
381,2,Unchecked-Send,code snippet injection
374,2,Unchecked-Send,code snippet injection
366,2,Unchecked-Send,code snippet injection
358,2,Unchecked-Send,code snippet injection
348,2,Unchecked-Send,code snippet injection
342,2,Unchecked-Send,code snippet injection
334,2,Unchecked-Send,code snippet injection
325,2,Unchecked-Send,code snippet injection
316,2,Unchecked-Send,code snippet injection
258,2,Unchecked-Send,code snippet injection
249,2,Unchecked-Send,code snippet injection
241,2,Unchecked-Send,code snippet injection
182,2,Unchecked-Send,code snippet injection
175,2,Unchecked-Send,code snippet injection
167,2,Unchecked-Send,code snippet injection
161,2,Unchecked-Send,code snippet injection
155,2,Unchecked-Send,code snippet injection
149,2,Unchecked-Send,code snippet injection
112,2,Unchecked-Send,code snippet injection
106,2,Unchecked-Send,code snippet injection
100,2,Unchecked-Send,code snippet injection
94,2,Unchecked-Send,code snippet injection
77,2,Unchecked-Send,code snippet injection
62,2,Unchecked-Send,code snippet injection
