loc,length,bug type,approach
9,4,tx.origin,code snippet injection
14,4,tx.origin,code snippet injection
19,4,tx.origin,code snippet injection
25,3,tx.origin,code snippet injection
29,4,tx.origin,code snippet injection
34,3,tx.origin,code snippet injection
38,4,tx.origin,code snippet injection
52,4,tx.origin,code snippet injection
61,5,tx.origin,code snippet injection
70,4,tx.origin,code snippet injection
97,4,tx.origin,code snippet injection
106,4,tx.origin,code snippet injection
115,4,tx.origin,code snippet injection
124,4,tx.origin,code snippet injection
133,4,tx.origin,code snippet injection
142,4,tx.origin,code snippet injection
151,3,tx.origin,code snippet injection
161,3,tx.origin,code snippet injection
171,4,tx.origin,code snippet injection
181,3,tx.origin,code snippet injection
190,4,tx.origin,code snippet injection
198,3,tx.origin,code snippet injection
202,4,tx.origin,code snippet injection
208,4,tx.origin,code snippet injection
213,4,tx.origin,code snippet injection
218,4,tx.origin,code snippet injection
228,4,tx.origin,code snippet injection
237,4,tx.origin,code snippet injection
251,4,tx.origin,code snippet injection
269,3,tx.origin,code snippet injection
282,4,tx.origin,code snippet injection
