loc,length,bug type,approach
62,3,tx.origin,code snippet injection
66,4,tx.origin,code snippet injection
71,4,tx.origin,code snippet injection
76,4,tx.origin,code snippet injection
81,4,tx.origin,code snippet injection
86,4,tx.origin,code snippet injection
89,3,tx.origin,code snippet injection
94,4,tx.origin,code snippet injection
111,4,tx.origin,code snippet injection
127,4,tx.origin,code snippet injection
136,4,tx.origin,code snippet injection
149,4,tx.origin,code snippet injection
160,4,tx.origin,code snippet injection
197,4,tx.origin,code snippet injection
202,4,tx.origin,code snippet injection
207,4,tx.origin,code snippet injection
212,3,tx.origin,code snippet injection
216,3,tx.origin,code snippet injection
220,4,tx.origin,code snippet injection
223,4,tx.origin,code snippet injection
231,4,tx.origin,code snippet injection
262,4,tx.origin,code snippet injection
291,4,tx.origin,code snippet injection
316,4,tx.origin,code snippet injection
352,4,tx.origin,code snippet injection
361,4,tx.origin,code snippet injection
370,4,tx.origin,code snippet injection
378,3,tx.origin,code snippet injection
389,3,tx.origin,code snippet injection
398,4,tx.origin,code snippet injection
409,3,tx.origin,code snippet injection
420,4,tx.origin,code snippet injection
432,4,tx.origin,code snippet injection
459,4,tx.origin,code snippet injection
478,4,tx.origin,code snippet injection
504,3,tx.origin,code snippet injection
516,4,tx.origin,code snippet injection
533,3,tx.origin,code snippet injection
544,4,tx.origin,code snippet injection
556,3,tx.origin,code snippet injection
