loc,length,bug type,approach
18,4,tx.origin,code snippet injection
13,4,tx.origin,code snippet injection
8,4,tx.origin,code snippet injection
210,4,tx.origin,code snippet injection
202,3,tx.origin,code snippet injection
191,4,tx.origin,code snippet injection
182,3,tx.origin,code snippet injection
168,4,tx.origin,code snippet injection
161,3,tx.origin,code snippet injection
150,4,tx.origin,code snippet injection
138,4,tx.origin,code snippet injection
110,4,tx.origin,code snippet injection
85,4,tx.origin,code snippet injection
60,3,tx.origin,code snippet injection
53,4,tx.origin,code snippet injection
49,3,tx.origin,code snippet injection
44,3,tx.origin,code snippet injection
39,4,tx.origin,code snippet injection
34,4,tx.origin,code snippet injection
29,4,tx.origin,code snippet injection
24,4,tx.origin,code snippet injection
