loc,length,bug type,approach
5,3,tx.origin,code snippet injection
9,3,tx.origin,code snippet injection
13,4,tx.origin,code snippet injection
18,3,tx.origin,code snippet injection
57,4,tx.origin,code snippet injection
63,4,tx.origin,code snippet injection
69,4,tx.origin,code snippet injection
75,4,tx.origin,code snippet injection
81,4,tx.origin,code snippet injection
114,4,tx.origin,code snippet injection
120,4,tx.origin,code snippet injection
126,4,tx.origin,code snippet injection
132,4,tx.origin,code snippet injection
138,4,tx.origin,code snippet injection
144,4,tx.origin,code snippet injection
150,4,tx.origin,code snippet injection
166,4,tx.origin,code snippet injection
178,4,tx.origin,code snippet injection
189,4,tx.origin,code snippet injection
204,3,tx.origin,code snippet injection
229,4,tx.origin,code snippet injection
251,3,tx.origin,code snippet injection
266,4,tx.origin,code snippet injection
417,3,tx.origin,code snippet injection
433,4,tx.origin,code snippet injection
442,4,tx.origin,code snippet injection
450,4,tx.origin,code snippet injection
