loc,length,bug type,approach
54,3,tx.origin,code snippet injection
63,4,tx.origin,code snippet injection
80,4,tx.origin,code snippet injection
99,4,tx.origin,code snippet injection
107,4,tx.origin,code snippet injection
115,3,tx.origin,code snippet injection
122,4,tx.origin,code snippet injection
135,4,tx.origin,code snippet injection
140,4,tx.origin,code snippet injection
145,4,tx.origin,code snippet injection
150,3,tx.origin,code snippet injection
154,3,tx.origin,code snippet injection
158,4,tx.origin,code snippet injection
163,4,tx.origin,code snippet injection
168,4,tx.origin,code snippet injection
173,4,tx.origin,code snippet injection
178,4,tx.origin,code snippet injection
185,4,tx.origin,code snippet injection
190,3,tx.origin,code snippet injection
198,4,tx.origin,code snippet injection
206,4,tx.origin,code snippet injection
214,4,tx.origin,code snippet injection
222,4,tx.origin,code snippet injection
232,4,tx.origin,code snippet injection
241,4,tx.origin,code snippet injection
302,4,tx.origin,code snippet injection
312,4,tx.origin,code snippet injection
323,4,tx.origin,code snippet injection
383,3,tx.origin,code snippet injection
393,3,tx.origin,code snippet injection
403,4,tx.origin,code snippet injection
413,3,tx.origin,code snippet injection
420,4,tx.origin,code snippet injection
432,4,tx.origin,code snippet injection
442,4,tx.origin,code snippet injection
452,4,tx.origin,code snippet injection
461,3,tx.origin,code snippet injection
469,4,tx.origin,code snippet injection
478,3,tx.origin,code snippet injection
486,4,tx.origin,code snippet injection
