loc,length,bug type,approach
371,13,TOD,code snippet injection
357,13,TOD,code snippet injection
343,13,TOD,code snippet injection
329,13,TOD,code snippet injection
54,18,TOD,code snippet injection
947,13,TOD,code snippet injection
924,18,TOD,code snippet injection
906,13,TOD,code snippet injection
883,18,TOD,code snippet injection
860,18,TOD,code snippet injection
836,18,TOD,code snippet injection
817,13,TOD,code snippet injection
796,13,TOD,code snippet injection
774,18,TOD,code snippet injection
750,18,TOD,code snippet injection
725,18,TOD,code snippet injection
700,18,TOD,code snippet injection
626,18,TOD,code snippet injection
606,13,TOD,code snippet injection
587,13,TOD,code snippet injection
517,13,TOD,code snippet injection
499,13,TOD,code snippet injection
480,13,TOD,code snippet injection
463,13,TOD,code snippet injection
441,18,TOD,code snippet injection
424,13,TOD,code snippet injection
203,13,TOD,code snippet injection
181,18,TOD,code snippet injection
159,18,TOD,code snippet injection
137,18,TOD,code snippet injection
109,13,TOD,code snippet injection
78,18,TOD,code snippet injection
401,18,TOD,code snippet injection
387,13,TOD,code snippet injection
315,13,TOD,code snippet injection
296,18,TOD,code snippet injection
277,18,TOD,code snippet injection
258,18,TOD,code snippet injection
244,13,TOD,code snippet injection
225,18,TOD,code snippet injection
