loc,length,bug type,approach
601,13,TOD,code snippet injection
306,13,TOD,code snippet injection
292,13,TOD,code snippet injection
93,13,TOD,code snippet injection
10,18,TOD,code snippet injection
748,13,TOD,code snippet injection
722,18,TOD,code snippet injection
701,13,TOD,code snippet injection
675,18,TOD,code snippet injection
647,18,TOD,code snippet injection
572,18,TOD,code snippet injection
555,13,TOD,code snippet injection
538,13,TOD,code snippet injection
446,18,TOD,code snippet injection
405,18,TOD,code snippet injection
350,18,TOD,code snippet injection
327,18,TOD,code snippet injection
267,18,TOD,code snippet injection
250,13,TOD,code snippet injection
233,13,TOD,code snippet injection
216,13,TOD,code snippet injection
197,13,TOD,code snippet injection
178,13,TOD,code snippet injection
159,13,TOD,code snippet injection
134,18,TOD,code snippet injection
115,13,TOD,code snippet injection
35,13,TOD,code snippet injection
499,18,TOD,code snippet injection
73,18,TOD,code snippet injection
54,18,TOD,code snippet injection
