loc,length,bug type,approach
257,13,TOD,code snippet injection
242,13,TOD,code snippet injection
227,13,TOD,code snippet injection
656,13,TOD,code snippet injection
634,18,TOD,code snippet injection
613,13,TOD,code snippet injection
587,18,TOD,code snippet injection
564,13,TOD,code snippet injection
538,18,TOD,code snippet injection
393,18,TOD,code snippet injection
366,18,TOD,code snippet injection
346,13,TOD,code snippet injection
326,13,TOD,code snippet injection
303,18,TOD,code snippet injection
278,18,TOD,code snippet injection
99,18,TOD,code snippet injection
72,18,TOD,code snippet injection
500,18,TOD,code snippet injection
478,13,TOD,code snippet injection
464,13,TOD,code snippet injection
449,13,TOD,code snippet injection
435,13,TOD,code snippet injection
421,13,TOD,code snippet injection
212,13,TOD,code snippet injection
193,18,TOD,code snippet injection
178,13,TOD,code snippet injection
164,13,TOD,code snippet injection
145,18,TOD,code snippet injection
126,18,TOD,code snippet injection
49,18,TOD,code snippet injection
