loc,length,bug type,approach
602,13,TOD,code snippet injection
436,13,TOD,code snippet injection
93,13,TOD,code snippet injection
10,13,TOD,code snippet injection
712,18,TOD,code snippet injection
691,13,TOD,code snippet injection
665,18,TOD,code snippet injection
642,13,TOD,code snippet injection
574,18,TOD,code snippet injection
552,18,TOD,code snippet injection
530,18,TOD,code snippet injection
476,13,TOD,code snippet injection
457,13,TOD,code snippet injection
368,18,TOD,code snippet injection
327,18,TOD,code snippet injection
272,18,TOD,code snippet injection
250,18,TOD,code snippet injection
228,18,TOD,code snippet injection
211,13,TOD,code snippet injection
192,13,TOD,code snippet injection
173,13,TOD,code snippet injection
154,13,TOD,code snippet injection
134,13,TOD,code snippet injection
115,13,TOD,code snippet injection
30,18,TOD,code snippet injection
496,13,TOD,code snippet injection
421,13,TOD,code snippet injection
73,18,TOD,code snippet injection
54,18,TOD,code snippet injection
