loc,length,bug type,approach
557,13,TOD,code snippet injection
538,13,TOD,code snippet injection
29,13,TOD,code snippet injection
989,13,TOD,code snippet injection
960,18,TOD,code snippet injection
926,13,TOD,code snippet injection
871,18,TOD,code snippet injection
839,13,TOD,code snippet injection
804,18,TOD,code snippet injection
768,18,TOD,code snippet injection
738,18,TOD,code snippet injection
717,13,TOD,code snippet injection
697,13,TOD,code snippet injection
666,18,TOD,code snippet injection
643,18,TOD,code snippet injection
618,18,TOD,code snippet injection
591,18,TOD,code snippet injection
508,18,TOD,code snippet injection
479,13,TOD,code snippet injection
458,13,TOD,code snippet injection
437,13,TOD,code snippet injection
394,13,TOD,code snippet injection
371,13,TOD,code snippet injection
74,13,TOD,code snippet injection
47,18,TOD,code snippet injection
342,13,TOD,code snippet injection
328,13,TOD,code snippet injection
309,18,TOD,code snippet injection
289,18,TOD,code snippet injection
270,18,TOD,code snippet injection
256,13,TOD,code snippet injection
235,18,TOD,code snippet injection
216,18,TOD,code snippet injection
201,13,TOD,code snippet injection
186,13,TOD,code snippet injection
9,18,TOD,code snippet injection
