loc,length,bug type,approach
450,13,TOD,code snippet injection
436,13,TOD,code snippet injection
422,13,TOD,code snippet injection
408,13,TOD,code snippet injection
389,18,TOD,code snippet injection
375,13,TOD,code snippet injection
171,18,TOD,code snippet injection
852,13,TOD,code snippet injection
815,18,TOD,code snippet injection
788,18,TOD,code snippet injection
745,18,TOD,code snippet injection
726,13,TOD,code snippet injection
709,13,TOD,code snippet injection
682,18,TOD,code snippet injection
656,18,TOD,code snippet injection
630,18,TOD,code snippet injection
607,18,TOD,code snippet injection
577,18,TOD,code snippet injection
559,13,TOD,code snippet injection
541,13,TOD,code snippet injection
517,13,TOD,code snippet injection
495,13,TOD,code snippet injection
470,13,TOD,code snippet injection
243,13,TOD,code snippet injection
217,18,TOD,code snippet injection
194,13,TOD,code snippet injection
360,13,TOD,code snippet injection
341,18,TOD,code snippet injection
322,18,TOD,code snippet injection
302,18,TOD,code snippet injection
288,13,TOD,code snippet injection
269,18,TOD,code snippet injection
150,18,TOD,code snippet injection
136,13,TOD,code snippet injection
