loc,length,bug type,approach
158,10,Overflow-Underflow,code snippet injection
107,4,Overflow-Underflow,code snippet injection
102,4,Overflow-Underflow,code snippet injection
426,10,Overflow-Underflow,code snippet injection
414,4,Overflow-Underflow,code snippet injection
397,4,Overflow-Underflow,code snippet injection
384,4,Overflow-Underflow,code snippet injection
362,4,Overflow-Underflow,code snippet injection
343,4,Overflow-Underflow,code snippet injection
324,8,Overflow-Underflow,code snippet injection
309,8,Overflow-Underflow,code snippet injection
292,4,Overflow-Underflow,code snippet injection
280,4,Overflow-Underflow,code snippet injection
268,4,Overflow-Underflow,code snippet injection
196,8,Overflow-Underflow,code snippet injection
186,4,Overflow-Underflow,code snippet injection
173,4,Overflow-Underflow,code snippet injection
122,8,Overflow-Underflow,code snippet injection
97,4,Overflow-Underflow,code snippet injection
86,10,Overflow-Underflow,code snippet injection
75,10,Overflow-Underflow,code snippet injection
70,4,Overflow-Underflow,code snippet injection
59,10,Overflow-Underflow,code snippet injection
48,10,Overflow-Underflow,code snippet injection
246,8,Overflow-Underflow,code snippet injection
233,10,Overflow-Underflow,code snippet injection
228,4,Overflow-Underflow,code snippet injection
223,4,Overflow-Underflow,code snippet injection
214,8,Overflow-Underflow,code snippet injection
148,8,Overflow-Underflow,code snippet injection
137,10,Overflow-Underflow,code snippet injection
