loc,length,bug type,approach
132,10,Overflow-Underflow,code snippet injection
122,4,Overflow-Underflow,code snippet injection
281,4,Overflow-Underflow,code snippet injection
268,10,Overflow-Underflow,code snippet injection
257,4,Overflow-Underflow,code snippet injection
244,4,Overflow-Underflow,code snippet injection
235,4,Overflow-Underflow,code snippet injection
226,4,Overflow-Underflow,code snippet injection
216,4,Overflow-Underflow,code snippet injection
203,8,Overflow-Underflow,code snippet injection
191,8,Overflow-Underflow,code snippet injection
182,4,Overflow-Underflow,code snippet injection
174,4,Overflow-Underflow,code snippet injection
166,4,Overflow-Underflow,code snippet injection
155,8,Overflow-Underflow,code snippet injection
147,4,Overflow-Underflow,code snippet injection
122,4,Overflow-Underflow,code snippet injection
106,8,Overflow-Underflow,code snippet injection
101,4,Overflow-Underflow,code snippet injection
90,10,Overflow-Underflow,code snippet injection
79,10,Overflow-Underflow,code snippet injection
74,4,Overflow-Underflow,code snippet injection
63,10,Overflow-Underflow,code snippet injection
