loc,length,bug type,approach
297,10,Overflow-Underflow,code snippet injection
292,4,Overflow-Underflow,code snippet injection
287,4,Overflow-Underflow,code snippet injection
276,10,Overflow-Underflow,code snippet injection
271,4,Overflow-Underflow,code snippet injection
266,4,Overflow-Underflow,code snippet injection
148,4,Overflow-Underflow,code snippet injection
555,4,Overflow-Underflow,code snippet injection
532,4,Overflow-Underflow,code snippet injection
515,8,Overflow-Underflow,code snippet injection
482,8,Overflow-Underflow,code snippet injection
472,4,Overflow-Underflow,code snippet injection
464,4,Overflow-Underflow,code snippet injection
451,4,Overflow-Underflow,code snippet injection
435,8,Overflow-Underflow,code snippet injection
423,4,Overflow-Underflow,code snippet injection
414,4,Overflow-Underflow,code snippet injection
394,8,Overflow-Underflow,code snippet injection
385,4,Overflow-Underflow,code snippet injection
370,10,Overflow-Underflow,code snippet injection
349,10,Overflow-Underflow,code snippet injection
336,4,Overflow-Underflow,code snippet injection
314,10,Overflow-Underflow,code snippet injection
193,10,Overflow-Underflow,code snippet injection
177,8,Overflow-Underflow,code snippet injection
157,10,Overflow-Underflow,code snippet injection
260,4,Overflow-Underflow,code snippet injection
255,4,Overflow-Underflow,code snippet injection
246,8,Overflow-Underflow,code snippet injection
236,8,Overflow-Underflow,code snippet injection
225,10,Overflow-Underflow,code snippet injection
216,8,Overflow-Underflow,code snippet injection
141,4,Overflow-Underflow,code snippet injection
136,4,Overflow-Underflow,code snippet injection
