loc,length,bug type,approach
307,10,Overflow-Underflow,code snippet injection
287,4,Overflow-Underflow,code snippet injection
276,4,Overflow-Underflow,code snippet injection
259,10,Overflow-Underflow,code snippet injection
248,4,Overflow-Underflow,code snippet injection
224,4,Overflow-Underflow,code snippet injection
212,4,Overflow-Underflow,code snippet injection
200,4,Overflow-Underflow,code snippet injection
187,4,Overflow-Underflow,code snippet injection
172,8,Overflow-Underflow,code snippet injection
160,8,Overflow-Underflow,code snippet injection
152,4,Overflow-Underflow,code snippet injection
143,4,Overflow-Underflow,code snippet injection
133,4,Overflow-Underflow,code snippet injection
120,8,Overflow-Underflow,code snippet injection
112,4,Overflow-Underflow,code snippet injection
294,4,Overflow-Underflow,code snippet injection
233,8,Overflow-Underflow,code snippet injection
102,4,Overflow-Underflow,code snippet injection
91,10,Overflow-Underflow,code snippet injection
77,10,Overflow-Underflow,code snippet injection
72,4,Overflow-Underflow,code snippet injection
