loc,length,bug type,approach
154,3,Unhandled-Exceptions,code snippet injection
147,6,Unhandled-Exceptions,code snippet injection
19,5,Unhandled-Exceptions,code snippet injection
261,2,Unhandled-Exceptions,code snippet injection
249,6,Unhandled-Exceptions,code snippet injection
236,9,Unhandled-Exceptions,code snippet injection
222,9,Unhandled-Exceptions,code snippet injection
215,3,Unhandled-Exceptions,code snippet injection
208,3,Unhandled-Exceptions,code snippet injection
195,2,Unhandled-Exceptions,code snippet injection
177,9,Unhandled-Exceptions,code snippet injection
97,8,Unhandled-Exceptions,code snippet injection
93,3,Unhandled-Exceptions,code snippet injection
89,3,Unhandled-Exceptions,code snippet injection
47,5,Unhandled-Exceptions,code snippet injection
29,9,Unhandled-Exceptions,code snippet injection
164,5,Unhandled-Exceptions,code snippet injection
143,3,Unhandled-Exceptions,code snippet injection
133,9,Unhandled-Exceptions,code snippet injection
122,9,Unhandled-Exceptions,code snippet injection
118,3,Unhandled-Exceptions,code snippet injection
112,5,Unhandled-Exceptions,code snippet injection
108,3,Unhandled-Exceptions,code snippet injection
11,6,Unhandled-Exceptions,code snippet injection
8,2,Unhandled-Exceptions,code snippet injection
