loc,length,bug type,approach
980,3,Unhandled-Exceptions,code snippet injection
963,6,Unhandled-Exceptions,code snippet injection
921,5,Unhandled-Exceptions,code snippet injection
912,2,Unhandled-Exceptions,code snippet injection
855,6,Unhandled-Exceptions,code snippet injection
825,9,Unhandled-Exceptions,code snippet injection
795,9,Unhandled-Exceptions,code snippet injection
771,3,Unhandled-Exceptions,code snippet injection
763,3,Unhandled-Exceptions,code snippet injection
743,2,Unhandled-Exceptions,code snippet injection
724,9,Unhandled-Exceptions,code snippet injection
707,8,Unhandled-Exceptions,code snippet injection
695,3,Unhandled-Exceptions,code snippet injection
669,3,Unhandled-Exceptions,code snippet injection
643,5,Unhandled-Exceptions,code snippet injection
575,9,Unhandled-Exceptions,code snippet injection
561,5,Unhandled-Exceptions,code snippet injection
549,3,Unhandled-Exceptions,code snippet injection
531,9,Unhandled-Exceptions,code snippet injection
508,9,Unhandled-Exceptions,code snippet injection
473,3,Unhandled-Exceptions,code snippet injection
440,5,Unhandled-Exceptions,code snippet injection
424,3,Unhandled-Exceptions,code snippet injection
414,6,Unhandled-Exceptions,code snippet injection
402,2,Unhandled-Exceptions,code snippet injection
375,3,Unhandled-Exceptions,code snippet injection
362,3,Unhandled-Exceptions,code snippet injection
340,3,Unhandled-Exceptions,code snippet injection
334,5,Unhandled-Exceptions,code snippet injection
330,3,Unhandled-Exceptions,code snippet injection
321,8,Unhandled-Exceptions,code snippet injection
317,3,Unhandled-Exceptions,code snippet injection
312,3,Unhandled-Exceptions,code snippet injection
308,3,Unhandled-Exceptions,code snippet injection
304,3,Unhandled-Exceptions,code snippet injection
298,5,Unhandled-Exceptions,code snippet injection
294,3,Unhandled-Exceptions,code snippet injection
288,5,Unhandled-Exceptions,code snippet injection
281,6,Unhandled-Exceptions,code snippet injection
275,5,Unhandled-Exceptions,code snippet injection
265,9,Unhandled-Exceptions,code snippet injection
262,2,Unhandled-Exceptions,code snippet injection
257,3,Unhandled-Exceptions,code snippet injection
251,3,Unhandled-Exceptions,code snippet injection
239,9,Unhandled-Exceptions,code snippet injection
230,8,Unhandled-Exceptions,code snippet injection
226,3,Unhandled-Exceptions,code snippet injection
217,8,Unhandled-Exceptions,code snippet injection
