loc,length,bug type,approach
251,3,Unhandled-Exceptions,code snippet injection
244,6,Unhandled-Exceptions,code snippet injection
238,5,Unhandled-Exceptions,code snippet injection
56,2,Unhandled-Exceptions,code snippet injection
49,6,Unhandled-Exceptions,code snippet injection
39,9,Unhandled-Exceptions,code snippet injection
29,9,Unhandled-Exceptions,code snippet injection
321,3,Unhandled-Exceptions,code snippet injection
308,3,Unhandled-Exceptions,code snippet injection
292,2,Unhandled-Exceptions,code snippet injection
273,9,Unhandled-Exceptions,code snippet injection
260,8,Unhandled-Exceptions,code snippet injection
222,3,Unhandled-Exceptions,code snippet injection
213,3,Unhandled-Exceptions,code snippet injection
202,5,Unhandled-Exceptions,code snippet injection
186,9,Unhandled-Exceptions,code snippet injection
174,5,Unhandled-Exceptions,code snippet injection
166,3,Unhandled-Exceptions,code snippet injection
152,9,Unhandled-Exceptions,code snippet injection
138,9,Unhandled-Exceptions,code snippet injection
130,3,Unhandled-Exceptions,code snippet injection
120,5,Unhandled-Exceptions,code snippet injection
112,3,Unhandled-Exceptions,code snippet injection
83,6,Unhandled-Exceptions,code snippet injection
76,2,Unhandled-Exceptions,code snippet injection
68,3,Unhandled-Exceptions,code snippet injection
233,3,Unhandled-Exceptions,code snippet injection
229,3,Unhandled-Exceptions,code snippet injection
22,5,Unhandled-Exceptions,code snippet injection
18,3,Unhandled-Exceptions,code snippet injection
9,8,Unhandled-Exceptions,code snippet injection
