loc,length,bug type,approach
594,3,Unhandled-Exceptions,code snippet injection
582,6,Unhandled-Exceptions,code snippet injection
561,5,Unhandled-Exceptions,code snippet injection
551,2,Unhandled-Exceptions,code snippet injection
538,6,Unhandled-Exceptions,code snippet injection
488,9,Unhandled-Exceptions,code snippet injection
468,9,Unhandled-Exceptions,code snippet injection
444,3,Unhandled-Exceptions,code snippet injection
422,3,Unhandled-Exceptions,code snippet injection
403,2,Unhandled-Exceptions,code snippet injection
371,9,Unhandled-Exceptions,code snippet injection
344,8,Unhandled-Exceptions,code snippet injection
324,3,Unhandled-Exceptions,code snippet injection
303,3,Unhandled-Exceptions,code snippet injection
286,5,Unhandled-Exceptions,code snippet injection
270,9,Unhandled-Exceptions,code snippet injection
252,5,Unhandled-Exceptions,code snippet injection
242,3,Unhandled-Exceptions,code snippet injection
517,9,Unhandled-Exceptions,code snippet injection
507,9,Unhandled-Exceptions,code snippet injection
503,3,Unhandled-Exceptions,code snippet injection
229,5,Unhandled-Exceptions,code snippet injection
224,3,Unhandled-Exceptions,code snippet injection
216,6,Unhandled-Exceptions,code snippet injection
