loc,length,bug type,approach
386,10,Overflow-Underflow,code snippet injection
377,4,Overflow-Underflow,code snippet injection
368,4,Overflow-Underflow,code snippet injection
353,10,Overflow-Underflow,code snippet injection
344,4,Overflow-Underflow,code snippet injection
335,4,Overflow-Underflow,code snippet injection
326,4,Overflow-Underflow,code snippet injection
317,4,Overflow-Underflow,code snippet injection
308,4,Overflow-Underflow,code snippet injection
295,8,Overflow-Underflow,code snippet injection
282,8,Overflow-Underflow,code snippet injection
273,4,Overflow-Underflow,code snippet injection
264,4,Overflow-Underflow,code snippet injection
255,4,Overflow-Underflow,code snippet injection
242,8,Overflow-Underflow,code snippet injection
233,4,Overflow-Underflow,code snippet injection
224,4,Overflow-Underflow,code snippet injection
211,8,Overflow-Underflow,code snippet injection
202,4,Overflow-Underflow,code snippet injection
187,10,Overflow-Underflow,code snippet injection
167,10,Overflow-Underflow,code snippet injection
155,4,Overflow-Underflow,code snippet injection
133,10,Overflow-Underflow,code snippet injection
118,10,Overflow-Underflow,code snippet injection
105,8,Overflow-Underflow,code snippet injection
90,10,Overflow-Underflow,code snippet injection
70,4,Overflow-Underflow,code snippet injection
58,4,Overflow-Underflow,code snippet injection
