loc,length,bug type,approach
328,10,Overflow-Underflow,code snippet injection
482,4,Overflow-Underflow,code snippet injection
473,4,Overflow-Underflow,code snippet injection
457,10,Overflow-Underflow,code snippet injection
444,4,Overflow-Underflow,code snippet injection
435,4,Overflow-Underflow,code snippet injection
402,4,Overflow-Underflow,code snippet injection
384,4,Overflow-Underflow,code snippet injection
373,4,Overflow-Underflow,code snippet injection
360,8,Overflow-Underflow,code snippet injection
347,8,Overflow-Underflow,code snippet injection
225,4,Overflow-Underflow,code snippet injection
211,4,Overflow-Underflow,code snippet injection
203,4,Overflow-Underflow,code snippet injection
191,8,Overflow-Underflow,code snippet injection
173,4,Overflow-Underflow,code snippet injection
158,4,Overflow-Underflow,code snippet injection
145,8,Overflow-Underflow,code snippet injection
64,4,Overflow-Underflow,code snippet injection
53,10,Overflow-Underflow,code snippet injection
42,10,Overflow-Underflow,code snippet injection
35,4,Overflow-Underflow,code snippet injection
24,10,Overflow-Underflow,code snippet injection
13,10,Overflow-Underflow,code snippet injection
312,8,Overflow-Underflow,code snippet injection
299,10,Overflow-Underflow,code snippet injection
294,4,Overflow-Underflow,code snippet injection
286,4,Overflow-Underflow,code snippet injection
276,8,Overflow-Underflow,code snippet injection
266,8,Overflow-Underflow,code snippet injection
253,10,Overflow-Underflow,code snippet injection
242,8,Overflow-Underflow,code snippet injection
233,4,Overflow-Underflow,code snippet injection
127,4,Overflow-Underflow,code snippet injection
115,10,Overflow-Underflow,code snippet injection
109,4,Overflow-Underflow,code snippet injection
104,4,Overflow-Underflow,code snippet injection
94,8,Overflow-Underflow,code snippet injection
83,10,Overflow-Underflow,code snippet injection
74,8,Overflow-Underflow,code snippet injection
