loc,length,bug type,approach
106,10,Overflow-Underflow,code snippet injection
101,4,Overflow-Underflow,code snippet injection
96,4,Overflow-Underflow,code snippet injection
85,10,Overflow-Underflow,code snippet injection
80,4,Overflow-Underflow,code snippet injection
75,4,Overflow-Underflow,code snippet injection
70,4,Overflow-Underflow,code snippet injection
319,4,Overflow-Underflow,code snippet injection
308,4,Overflow-Underflow,code snippet injection
295,8,Overflow-Underflow,code snippet injection
282,8,Overflow-Underflow,code snippet injection
273,4,Overflow-Underflow,code snippet injection
258,4,Overflow-Underflow,code snippet injection
220,4,Overflow-Underflow,code snippet injection
172,8,Overflow-Underflow,code snippet injection
152,4,Overflow-Underflow,code snippet injection
135,4,Overflow-Underflow,code snippet injection
122,8,Overflow-Underflow,code snippet injection
63,4,Overflow-Underflow,code snippet injection
43,10,Overflow-Underflow,code snippet injection
13,10,Overflow-Underflow,code snippet injection
