loc,length,bug type,approach
286,10,Overflow-Underflow,code snippet injection
281,4,Overflow-Underflow,code snippet injection
276,4,Overflow-Underflow,code snippet injection
54,10,Overflow-Underflow,code snippet injection
49,4,Overflow-Underflow,code snippet injection
44,4,Overflow-Underflow,code snippet injection
39,4,Overflow-Underflow,code snippet injection
365,4,Overflow-Underflow,code snippet injection
351,4,Overflow-Underflow,code snippet injection
329,8,Overflow-Underflow,code snippet injection
311,8,Overflow-Underflow,code snippet injection
302,4,Overflow-Underflow,code snippet injection
257,4,Overflow-Underflow,code snippet injection
247,4,Overflow-Underflow,code snippet injection
233,8,Overflow-Underflow,code snippet injection
222,4,Overflow-Underflow,code snippet injection
211,4,Overflow-Underflow,code snippet injection
198,8,Overflow-Underflow,code snippet injection
189,4,Overflow-Underflow,code snippet injection
174,10,Overflow-Underflow,code snippet injection
159,10,Overflow-Underflow,code snippet injection
150,4,Overflow-Underflow,code snippet injection
135,10,Overflow-Underflow,code snippet injection
102,10,Overflow-Underflow,code snippet injection
89,8,Overflow-Underflow,code snippet injection
74,10,Overflow-Underflow,code snippet injection
270,4,Overflow-Underflow,code snippet injection
265,4,Overflow-Underflow,code snippet injection
29,8,Overflow-Underflow,code snippet injection
20,8,Overflow-Underflow,code snippet injection
9,10,Overflow-Underflow,code snippet injection
