loc,length,bug type,approach
391,10,Overflow-Underflow,code snippet injection
289,4,Overflow-Underflow,code snippet injection
56,4,Overflow-Underflow,code snippet injection
10,10,Overflow-Underflow,code snippet injection
466,4,Overflow-Underflow,code snippet injection
454,4,Overflow-Underflow,code snippet injection
442,4,Overflow-Underflow,code snippet injection
428,4,Overflow-Underflow,code snippet injection
377,4,Overflow-Underflow,code snippet injection
365,8,Overflow-Underflow,code snippet injection
353,8,Overflow-Underflow,code snippet injection
311,4,Overflow-Underflow,code snippet injection
301,4,Overflow-Underflow,code snippet injection
244,4,Overflow-Underflow,code snippet injection
213,8,Overflow-Underflow,code snippet injection
172,4,Overflow-Underflow,code snippet injection
164,4,Overflow-Underflow,code snippet injection
152,8,Overflow-Underflow,code snippet injection
144,4,Overflow-Underflow,code snippet injection
128,10,Overflow-Underflow,code snippet injection
112,10,Overflow-Underflow,code snippet injection
102,4,Overflow-Underflow,code snippet injection
85,10,Overflow-Underflow,code snippet injection
69,10,Overflow-Underflow,code snippet injection
27,8,Overflow-Underflow,code snippet injection
322,10,Overflow-Underflow,code snippet injection
283,4,Overflow-Underflow,code snippet injection
50,4,Overflow-Underflow,code snippet injection
41,8,Overflow-Underflow,code snippet injection
