loc,length,bug type,approach
226,10,Overflow-Underflow,code snippet injection
221,4,Overflow-Underflow,code snippet injection
216,4,Overflow-Underflow,code snippet injection
205,10,Overflow-Underflow,code snippet injection
54,4,Overflow-Underflow,code snippet injection
596,4,Overflow-Underflow,code snippet injection
587,4,Overflow-Underflow,code snippet injection
578,4,Overflow-Underflow,code snippet injection
569,4,Overflow-Underflow,code snippet injection
556,8,Overflow-Underflow,code snippet injection
542,8,Overflow-Underflow,code snippet injection
532,4,Overflow-Underflow,code snippet injection
520,4,Overflow-Underflow,code snippet injection
512,4,Overflow-Underflow,code snippet injection
498,8,Overflow-Underflow,code snippet injection
487,4,Overflow-Underflow,code snippet injection
476,4,Overflow-Underflow,code snippet injection
412,8,Overflow-Underflow,code snippet injection
401,4,Overflow-Underflow,code snippet injection
385,10,Overflow-Underflow,code snippet injection
318,10,Overflow-Underflow,code snippet injection
309,4,Overflow-Underflow,code snippet injection
293,10,Overflow-Underflow,code snippet injection
279,10,Overflow-Underflow,code snippet injection
267,8,Overflow-Underflow,code snippet injection
253,10,Overflow-Underflow,code snippet injection
142,4,Overflow-Underflow,code snippet injection
134,4,Overflow-Underflow,code snippet injection
122,8,Overflow-Underflow,code snippet injection
110,8,Overflow-Underflow,code snippet injection
85,10,Overflow-Underflow,code snippet injection
64,8,Overflow-Underflow,code snippet injection
244,4,Overflow-Underflow,code snippet injection
239,4,Overflow-Underflow,code snippet injection
194,10,Overflow-Underflow,code snippet injection
189,4,Overflow-Underflow,code snippet injection
184,4,Overflow-Underflow,code snippet injection
175,8,Overflow-Underflow,code snippet injection
164,10,Overflow-Underflow,code snippet injection
155,8,Overflow-Underflow,code snippet injection
