loc,length,bug type,approach
530,10,Overflow-Underflow,code snippet injection
513,4,Overflow-Underflow,code snippet injection
502,4,Overflow-Underflow,code snippet injection
485,10,Overflow-Underflow,code snippet injection
474,4,Overflow-Underflow,code snippet injection
423,4,Overflow-Underflow,code snippet injection
410,4,Overflow-Underflow,code snippet injection
387,4,Overflow-Underflow,code snippet injection
370,4,Overflow-Underflow,code snippet injection
348,8,Overflow-Underflow,code snippet injection
326,8,Overflow-Underflow,code snippet injection
307,4,Overflow-Underflow,code snippet injection
289,4,Overflow-Underflow,code snippet injection
270,4,Overflow-Underflow,code snippet injection
247,8,Overflow-Underflow,code snippet injection
229,4,Overflow-Underflow,code snippet injection
211,4,Overflow-Underflow,code snippet injection
193,8,Overflow-Underflow,code snippet injection
179,4,Overflow-Underflow,code snippet injection
160,10,Overflow-Underflow,code snippet injection
457,10,Overflow-Underflow,code snippet injection
452,4,Overflow-Underflow,code snippet injection
441,10,Overflow-Underflow,code snippet injection
142,10,Overflow-Underflow,code snippet injection
132,8,Overflow-Underflow,code snippet injection
120,10,Overflow-Underflow,code snippet injection
