loc,length,bug type,approach
170,9,Re-erntrancy,code snippet injection
161,7,Re-erntrancy,code snippet injection
151,8,Re-erntrancy,code snippet injection
440,10,Re-erntrancy,code snippet injection
426,10,Re-erntrancy,code snippet injection
410,8,Re-erntrancy,code snippet injection
397,5,Re-erntrancy,code snippet injection
379,8,Re-erntrancy,code snippet injection
365,6,Re-erntrancy,code snippet injection
261,8,Re-erntrancy,code snippet injection
244,8,Re-erntrancy,code snippet injection
229,8,Re-erntrancy,code snippet injection
214,8,Re-erntrancy,code snippet injection
201,8,Re-erntrancy,code snippet injection
187,7,Re-erntrancy,code snippet injection
80,8,Re-erntrancy,code snippet injection
63,8,Re-erntrancy,code snippet injection
335,10,Re-erntrancy,code snippet injection
317,9,Re-erntrancy,code snippet injection
308,8,Re-erntrancy,code snippet injection
297,9,Re-erntrancy,code snippet injection
288,8,Re-erntrancy,code snippet injection
279,8,Re-erntrancy,code snippet injection
141,8,Re-erntrancy,code snippet injection
132,8,Re-erntrancy,code snippet injection
122,8,Re-erntrancy,code snippet injection
113,8,Re-erntrancy,code snippet injection
106,6,Re-erntrancy,code snippet injection
97,8,Re-erntrancy,code snippet injection
49,9,Re-erntrancy,code snippet injection
