loc,length,bug type,approach
126,9,Re-erntrancy,code snippet injection
118,7,Re-erntrancy,code snippet injection
109,8,Re-erntrancy,code snippet injection
98,10,Re-erntrancy,code snippet injection
87,10,Re-erntrancy,code snippet injection
78,8,Re-erntrancy,code snippet injection
72,5,Re-erntrancy,code snippet injection
361,8,Re-erntrancy,code snippet injection
348,6,Re-erntrancy,code snippet injection
335,8,Re-erntrancy,code snippet injection
322,8,Re-erntrancy,code snippet injection
309,8,Re-erntrancy,code snippet injection
290,8,Re-erntrancy,code snippet injection
248,8,Re-erntrancy,code snippet injection
201,7,Re-erntrancy,code snippet injection
177,8,Re-erntrancy,code snippet injection
156,8,Re-erntrancy,code snippet injection
141,10,Re-erntrancy,code snippet injection
60,9,Re-erntrancy,code snippet injection
42,8,Re-erntrancy,code snippet injection
13,9,Re-erntrancy,code snippet injection
