loc,length,bug type,approach
317,9,Re-erntrancy,code snippet injection
309,7,Re-erntrancy,code snippet injection
300,8,Re-erntrancy,code snippet injection
62,10,Re-erntrancy,code snippet injection
51,10,Re-erntrancy,code snippet injection
42,8,Re-erntrancy,code snippet injection
36,5,Re-erntrancy,code snippet injection
398,8,Re-erntrancy,code snippet injection
383,6,Re-erntrancy,code snippet injection
362,8,Re-erntrancy,code snippet injection
345,8,Re-erntrancy,code snippet injection
332,8,Re-erntrancy,code snippet injection
278,8,Re-erntrancy,code snippet injection
264,8,Re-erntrancy,code snippet injection
251,7,Re-erntrancy,code snippet injection
236,8,Re-erntrancy,code snippet injection
221,8,Re-erntrancy,code snippet injection
206,10,Re-erntrancy,code snippet injection
192,9,Re-erntrancy,code snippet injection
179,8,Re-erntrancy,code snippet injection
165,9,Re-erntrancy,code snippet injection
152,8,Re-erntrancy,code snippet injection
139,8,Re-erntrancy,code snippet injection
108,8,Re-erntrancy,code snippet injection
95,8,Re-erntrancy,code snippet injection
82,8,Re-erntrancy,code snippet injection
290,8,Re-erntrancy,code snippet injection
28,6,Re-erntrancy,code snippet injection
19,8,Re-erntrancy,code snippet injection
9,9,Re-erntrancy,code snippet injection
