loc,length,bug type,approach
92,9,Re-erntrancy,code snippet injection
82,7,Re-erntrancy,code snippet injection
71,8,Re-erntrancy,code snippet injection
288,10,Re-erntrancy,code snippet injection
260,10,Re-erntrancy,code snippet injection
237,8,Re-erntrancy,code snippet injection
213,5,Re-erntrancy,code snippet injection
190,8,Re-erntrancy,code snippet injection
168,6,Re-erntrancy,code snippet injection
147,8,Re-erntrancy,code snippet injection
118,8,Re-erntrancy,code snippet injection
60,8,Re-erntrancy,code snippet injection
51,8,Re-erntrancy,code snippet injection
40,8,Re-erntrancy,code snippet injection
31,7,Re-erntrancy,code snippet injection
22,8,Re-erntrancy,code snippet injection
13,8,Re-erntrancy,code snippet injection
