loc,length,bug type,approach
324,9,Re-erntrancy,code snippet injection
316,7,Re-erntrancy,code snippet injection
307,8,Re-erntrancy,code snippet injection
62,10,Re-erntrancy,code snippet injection
51,10,Re-erntrancy,code snippet injection
42,8,Re-erntrancy,code snippet injection
36,5,Re-erntrancy,code snippet injection
408,8,Re-erntrancy,code snippet injection
392,6,Re-erntrancy,code snippet injection
370,8,Re-erntrancy,code snippet injection
352,8,Re-erntrancy,code snippet injection
339,8,Re-erntrancy,code snippet injection
278,8,Re-erntrancy,code snippet injection
264,8,Re-erntrancy,code snippet injection
251,7,Re-erntrancy,code snippet injection
236,8,Re-erntrancy,code snippet injection
221,8,Re-erntrancy,code snippet injection
206,10,Re-erntrancy,code snippet injection
192,9,Re-erntrancy,code snippet injection
179,8,Re-erntrancy,code snippet injection
165,9,Re-erntrancy,code snippet injection
152,8,Re-erntrancy,code snippet injection
139,8,Re-erntrancy,code snippet injection
108,8,Re-erntrancy,code snippet injection
95,8,Re-erntrancy,code snippet injection
82,8,Re-erntrancy,code snippet injection
297,8,Re-erntrancy,code snippet injection
290,6,Re-erntrancy,code snippet injection
26,8,Re-erntrancy,code snippet injection
16,9,Re-erntrancy,code snippet injection
9,6,Re-erntrancy,code snippet injection
