loc,length,bug type,approach
22,8,Re+AC0-erntrancy,code snippet injection
36,8,Re+AC0-erntrancy,code snippet injection
51,8,Re+AC0-erntrancy,code snippet injection
65,8,Re+AC0-erntrancy,code snippet injection
78,6,Re+AC0-erntrancy,code snippet injection
86,7,Re+AC0-erntrancy,code snippet injection
94,9,Re+AC0-erntrancy,code snippet injection
108,10,Re+AC0-erntrancy,code snippet injection
119,8,Re+AC0-erntrancy,code snippet injection
134,8,Re+AC0-erntrancy,code snippet injection
143,7,Re+AC0-erntrancy,code snippet injection
151,8,Re+AC0-erntrancy,code snippet injection
168,8,Re+AC0-erntrancy,code snippet injection
184,5,Re+AC0-erntrancy,code snippet injection
201,8,Re+AC0-erntrancy,code snippet injection
213,10,Re+AC0-erntrancy,code snippet injection
229,10,Re+AC0-erntrancy,code snippet injection
243,8,Re+AC0-erntrancy,code snippet injection
