loc,length,bug type,approach
1066,9,Re-erntrancy,code snippet injection
1048,7,Re-erntrancy,code snippet injection
1003,8,Re-erntrancy,code snippet injection
986,10,Re-erntrancy,code snippet injection
925,10,Re-erntrancy,code snippet injection
896,8,Re-erntrancy,code snippet injection
870,5,Re-erntrancy,code snippet injection
841,8,Re-erntrancy,code snippet injection
830,6,Re-erntrancy,code snippet injection
804,8,Re-erntrancy,code snippet injection
786,8,Re-erntrancy,code snippet injection
769,8,Re-erntrancy,code snippet injection
752,8,Re-erntrancy,code snippet injection
721,8,Re-erntrancy,code snippet injection
693,7,Re-erntrancy,code snippet injection
626,8,Re-erntrancy,code snippet injection
609,8,Re-erntrancy,code snippet injection
590,10,Re-erntrancy,code snippet injection
572,9,Re-erntrancy,code snippet injection
550,8,Re-erntrancy,code snippet injection
509,9,Re-erntrancy,code snippet injection
473,8,Re-erntrancy,code snippet injection
452,8,Re-erntrancy,code snippet injection
440,8,Re-erntrancy,code snippet injection
422,8,Re-erntrancy,code snippet injection
390,8,Re-erntrancy,code snippet injection
372,8,Re-erntrancy,code snippet injection
347,6,Re-erntrancy,code snippet injection
338,8,Re-erntrancy,code snippet injection
328,9,Re-erntrancy,code snippet injection
321,6,Re-erntrancy,code snippet injection
313,7,Re-erntrancy,code snippet injection
303,8,Re-erntrancy,code snippet injection
294,8,Re-erntrancy,code snippet injection
285,8,Re-erntrancy,code snippet injection
279,5,Re-erntrancy,code snippet injection
269,9,Re-erntrancy,code snippet injection
261,7,Re-erntrancy,code snippet injection
252,8,Re-erntrancy,code snippet injection
243,8,Re-erntrancy,code snippet injection
237,5,Re-erntrancy,code snippet injection
228,8,Re-erntrancy,code snippet injection
