loc,length,bug type,approach
63,8,Re+AC0-erntrancy,code snippet injection
72,8,Re+AC0-erntrancy,code snippet injection
81,9,Re+AC0-erntrancy,code snippet injection
91,8,Re+AC0-erntrancy,code snippet injection
100,9,Re+AC0-erntrancy,code snippet injection
110,10,Re+AC0-erntrancy,code snippet injection
128,7,Re+AC0-erntrancy,code snippet injection
136,8,Re+AC0-erntrancy,code snippet injection
145,9,Re+AC0-erntrancy,code snippet injection
159,8,Re+AC0-erntrancy,code snippet injection
171,7,Re+AC0-erntrancy,code snippet injection
181,8,Re+AC0-erntrancy,code snippet injection
193,8,Re+AC0-erntrancy,code snippet injection
205,8,Re+AC0-erntrancy,code snippet injection
218,8,Re+AC0-erntrancy,code snippet injection
230,8,Re+AC0-erntrancy,code snippet injection
243,6,Re+AC0-erntrancy,code snippet injection
255,8,Re+AC0-erntrancy,code snippet injection
268,5,Re+AC0-erntrancy,code snippet injection
278,8,Re+AC0-erntrancy,code snippet injection
295,10,Re+AC0-erntrancy,code snippet injection
312,10,Re+AC0-erntrancy,code snippet injection
325,8,Re+AC0-erntrancy,code snippet injection
