loc,length,bug type,approach
68,1,Timestamp-Dependency,code snippet injection
64,1,Timestamp-Dependency,code snippet injection
60,1,Timestamp-Dependency,code snippet injection
234,1,Timestamp-Dependency,code snippet injection
215,1,Timestamp-Dependency,code snippet injection
197,3,Timestamp-Dependency,code snippet injection
173,5,Timestamp-Dependency,code snippet injection
153,5,Timestamp-Dependency,code snippet injection
134,3,Timestamp-Dependency,code snippet injection
112,9,Timestamp-Dependency,code snippet injection
86,5,Timestamp-Dependency,code snippet injection
48,9,Timestamp-Dependency,code snippet injection
42,5,Timestamp-Dependency,code snippet injection
30,9,Timestamp-Dependency,code snippet injection
24,4,Timestamp-Dependency,code snippet injection
19,4,Timestamp-Dependency,code snippet injection
13,5,Timestamp-Dependency,code snippet injection
