loc,length,bug type,approach
331,1,Timestamp-Dependency,code snippet injection
324,1,Timestamp-Dependency,code snippet injection
315,1,Timestamp-Dependency,code snippet injection
310,1,Timestamp-Dependency,code snippet injection
303,1,Timestamp-Dependency,code snippet injection
293,3,Timestamp-Dependency,code snippet injection
281,5,Timestamp-Dependency,code snippet injection
255,5,Timestamp-Dependency,code snippet injection
245,3,Timestamp-Dependency,code snippet injection
230,9,Timestamp-Dependency,code snippet injection
208,5,Timestamp-Dependency,code snippet injection
193,9,Timestamp-Dependency,code snippet injection
184,5,Timestamp-Dependency,code snippet injection
171,9,Timestamp-Dependency,code snippet injection
163,4,Timestamp-Dependency,code snippet injection
105,4,Timestamp-Dependency,code snippet injection
96,5,Timestamp-Dependency,code snippet injection
87,5,Timestamp-Dependency,code snippet injection
74,9,Timestamp-Dependency,code snippet injection
154,4,Timestamp-Dependency,code snippet injection
144,9,Timestamp-Dependency,code snippet injection
134,9,Timestamp-Dependency,code snippet injection
129,4,Timestamp-Dependency,code snippet injection
123,5,Timestamp-Dependency,code snippet injection
118,3,Timestamp-Dependency,code snippet injection
114,3,Timestamp-Dependency,code snippet injection
62,5,Timestamp-Dependency,code snippet injection
58,3,Timestamp-Dependency,code snippet injection
54,3,Timestamp-Dependency,code snippet injection
