loc,length,bug type,approach
258,1,Timestamp-Dependency,code snippet injection
126,1,Timestamp-Dependency,code snippet injection
97,1,Timestamp-Dependency,code snippet injection
92,1,Timestamp-Dependency,code snippet injection
142,1,Timestamp-Dependency,code snippet injection
621,3,Timestamp-Dependency,code snippet injection
608,5,Timestamp-Dependency,code snippet injection
595,5,Timestamp-Dependency,code snippet injection
579,3,Timestamp-Dependency,code snippet injection
561,9,Timestamp-Dependency,code snippet injection
534,5,Timestamp-Dependency,code snippet injection
510,9,Timestamp-Dependency,code snippet injection
482,5,Timestamp-Dependency,code snippet injection
465,9,Timestamp-Dependency,code snippet injection
453,4,Timestamp-Dependency,code snippet injection
442,4,Timestamp-Dependency,code snippet injection
431,5,Timestamp-Dependency,code snippet injection
418,5,Timestamp-Dependency,code snippet injection
405,9,Timestamp-Dependency,code snippet injection
396,4,Timestamp-Dependency,code snippet injection
382,9,Timestamp-Dependency,code snippet injection
341,9,Timestamp-Dependency,code snippet injection
316,4,Timestamp-Dependency,code snippet injection
286,5,Timestamp-Dependency,code snippet injection
157,3,Timestamp-Dependency,code snippet injection
147,3,Timestamp-Dependency,code snippet injection
132,5,Timestamp-Dependency,code snippet injection
111,3,Timestamp-Dependency,code snippet injection
92,3,Timestamp-Dependency,code snippet injection
87,4,Timestamp-Dependency,code snippet injection
83,3,Timestamp-Dependency,code snippet injection
77,5,Timestamp-Dependency,code snippet injection
67,9,Timestamp-Dependency,code snippet injection
62,4,Timestamp-Dependency,code snippet injection
252,4,Timestamp-Dependency,code snippet injection
248,3,Timestamp-Dependency,code snippet injection
243,4,Timestamp-Dependency,code snippet injection
233,9,Timestamp-Dependency,code snippet injection
227,5,Timestamp-Dependency,code snippet injection
223,3,Timestamp-Dependency,code snippet injection
213,9,Timestamp-Dependency,code snippet injection
203,9,Timestamp-Dependency,code snippet injection
198,4,Timestamp-Dependency,code snippet injection
194,3,Timestamp-Dependency,code snippet injection
189,4,Timestamp-Dependency,code snippet injection
