loc,length,bug type,approach
34,1,Timestamp-Dependency,code snippet injection
32,1,Timestamp-Dependency,code snippet injection
29,1,Timestamp-Dependency,code snippet injection
27,1,Timestamp-Dependency,code snippet injection
25,1,Timestamp-Dependency,code snippet injection
21,3,Timestamp-Dependency,code snippet injection
15,5,Timestamp-Dependency,code snippet injection
9,5,Timestamp-Dependency,code snippet injection
286,3,Timestamp-Dependency,code snippet injection
273,9,Timestamp-Dependency,code snippet injection
261,5,Timestamp-Dependency,code snippet injection
248,9,Timestamp-Dependency,code snippet injection
218,5,Timestamp-Dependency,code snippet injection
200,9,Timestamp-Dependency,code snippet injection
187,4,Timestamp-Dependency,code snippet injection
177,4,Timestamp-Dependency,code snippet injection
165,5,Timestamp-Dependency,code snippet injection
154,5,Timestamp-Dependency,code snippet injection
110,9,Timestamp-Dependency,code snippet injection
105,4,Timestamp-Dependency,code snippet injection
94,9,Timestamp-Dependency,code snippet injection
84,9,Timestamp-Dependency,code snippet injection
79,4,Timestamp-Dependency,code snippet injection
72,5,Timestamp-Dependency,code snippet injection
67,3,Timestamp-Dependency,code snippet injection
62,3,Timestamp-Dependency,code snippet injection
56,5,Timestamp-Dependency,code snippet injection
52,3,Timestamp-Dependency,code snippet injection
