loc,length,bug type,approach
124,1,Timestamp-Dependency,code snippet injection
116,1,Timestamp-Dependency,code snippet injection
257,1,Timestamp-Dependency,code snippet injection
253,1,Timestamp-Dependency,code snippet injection
245,1,Timestamp-Dependency,code snippet injection
233,3,Timestamp-Dependency,code snippet injection
223,5,Timestamp-Dependency,code snippet injection
213,5,Timestamp-Dependency,code snippet injection
204,3,Timestamp-Dependency,code snippet injection
190,9,Timestamp-Dependency,code snippet injection
181,5,Timestamp-Dependency,code snippet injection
167,9,Timestamp-Dependency,code snippet injection
158,5,Timestamp-Dependency,code snippet injection
145,9,Timestamp-Dependency,code snippet injection
138,4,Timestamp-Dependency,code snippet injection
130,4,Timestamp-Dependency,code snippet injection
116,5,Timestamp-Dependency,code snippet injection
103,5,Timestamp-Dependency,code snippet injection
93,9,Timestamp-Dependency,code snippet injection
88,4,Timestamp-Dependency,code snippet injection
78,9,Timestamp-Dependency,code snippet injection
68,9,Timestamp-Dependency,code snippet injection
63,4,Timestamp-Dependency,code snippet injection
