loc,length,bug type,approach
345,1,Timestamp-Dependency,code snippet injection
152,1,Timestamp-Dependency,code snippet injection
150,1,Timestamp-Dependency,code snippet injection
39,1,Timestamp-Dependency,code snippet injection
10,1,Timestamp-Dependency,code snippet injection
435,3,Timestamp-Dependency,code snippet injection
422,5,Timestamp-Dependency,code snippet injection
409,5,Timestamp-Dependency,code snippet injection
398,3,Timestamp-Dependency,code snippet injection
379,9,Timestamp-Dependency,code snippet injection
329,5,Timestamp-Dependency,code snippet injection
316,9,Timestamp-Dependency,code snippet injection
307,5,Timestamp-Dependency,code snippet injection
239,9,Timestamp-Dependency,code snippet injection
212,4,Timestamp-Dependency,code snippet injection
171,4,Timestamp-Dependency,code snippet injection
161,5,Timestamp-Dependency,code snippet injection
138,5,Timestamp-Dependency,code snippet injection
125,9,Timestamp-Dependency,code snippet injection
117,4,Timestamp-Dependency,code snippet injection
104,9,Timestamp-Dependency,code snippet injection
89,9,Timestamp-Dependency,code snippet injection
79,4,Timestamp-Dependency,code snippet injection
68,5,Timestamp-Dependency,code snippet injection
58,3,Timestamp-Dependency,code snippet injection
49,3,Timestamp-Dependency,code snippet injection
18,5,Timestamp-Dependency,code snippet injection
283,3,Timestamp-Dependency,code snippet injection
34,3,Timestamp-Dependency,code snippet injection
29,4,Timestamp-Dependency,code snippet injection
