loc,length,bug type,approach
80,1,Timestamp-Dependency,code snippet injection
354,1,Timestamp-Dependency,code snippet injection
348,1,Timestamp-Dependency,code snippet injection
342,1,Timestamp-Dependency,code snippet injection
336,1,Timestamp-Dependency,code snippet injection
328,3,Timestamp-Dependency,code snippet injection
318,5,Timestamp-Dependency,code snippet injection
308,5,Timestamp-Dependency,code snippet injection
300,3,Timestamp-Dependency,code snippet injection
286,9,Timestamp-Dependency,code snippet injection
276,5,Timestamp-Dependency,code snippet injection
262,9,Timestamp-Dependency,code snippet injection
252,5,Timestamp-Dependency,code snippet injection
238,9,Timestamp-Dependency,code snippet injection
229,4,Timestamp-Dependency,code snippet injection
220,4,Timestamp-Dependency,code snippet injection
210,5,Timestamp-Dependency,code snippet injection
200,5,Timestamp-Dependency,code snippet injection
186,9,Timestamp-Dependency,code snippet injection
177,4,Timestamp-Dependency,code snippet injection
163,9,Timestamp-Dependency,code snippet injection
144,9,Timestamp-Dependency,code snippet injection
132,4,Timestamp-Dependency,code snippet injection
115,5,Timestamp-Dependency,code snippet injection
107,3,Timestamp-Dependency,code snippet injection
99,3,Timestamp-Dependency,code snippet injection
89,5,Timestamp-Dependency,code snippet injection
69,3,Timestamp-Dependency,code snippet injection
58,3,Timestamp-Dependency,code snippet injection
