loc,length,bug type,approach
30,4,tx.origin,code snippet injection
38,4,tx.origin,code snippet injection
46,4,tx.origin,code snippet injection
54,4,tx.origin,code snippet injection
67,4,tx.origin,code snippet injection
72,4,tx.origin,code snippet injection
77,4,tx.origin,code snippet injection
82,4,tx.origin,code snippet injection
87,4,tx.origin,code snippet injection
92,4,tx.origin,code snippet injection
97,4,tx.origin,code snippet injection
102,4,tx.origin,code snippet injection
117,3,tx.origin,code snippet injection
127,4,tx.origin,code snippet injection
132,4,tx.origin,code snippet injection
138,4,tx.origin,code snippet injection
147,3,tx.origin,code snippet injection
159,4,tx.origin,code snippet injection
169,3,tx.origin,code snippet injection
180,3,tx.origin,code snippet injection
184,4,tx.origin,code snippet injection
189,4,tx.origin,code snippet injection
194,4,tx.origin,code snippet injection
200,4,tx.origin,code snippet injection
205,3,tx.origin,code snippet injection
222,4,tx.origin,code snippet injection
234,4,tx.origin,code snippet injection
246,4,tx.origin,code snippet injection
263,4,tx.origin,code snippet injection
282,3,tx.origin,code snippet injection
303,4,tx.origin,code snippet injection
316,3,tx.origin,code snippet injection
332,4,tx.origin,code snippet injection
344,3,tx.origin,code snippet injection
355,4,tx.origin,code snippet injection
