loc,length,bug type,approach
54,4,tx.origin,code snippet injection
59,3,tx.origin,code snippet injection
63,4,tx.origin,code snippet injection
74,4,tx.origin,code snippet injection
82,4,tx.origin,code snippet injection
90,3,tx.origin,code snippet injection
97,3,tx.origin,code snippet injection
105,4,tx.origin,code snippet injection
110,4,tx.origin,code snippet injection
116,4,tx.origin,code snippet injection
121,4,tx.origin,code snippet injection
126,4,tx.origin,code snippet injection
131,4,tx.origin,code snippet injection
136,4,tx.origin,code snippet injection
145,4,tx.origin,code snippet injection
153,3,tx.origin,code snippet injection
160,4,tx.origin,code snippet injection
168,4,tx.origin,code snippet injection
178,4,tx.origin,code snippet injection
199,4,tx.origin,code snippet injection
209,3,tx.origin,code snippet injection
219,4,tx.origin,code snippet injection
244,3,tx.origin,code snippet injection
254,4,tx.origin,code snippet injection
265,3,tx.origin,code snippet injection
274,4,tx.origin,code snippet injection
282,4,tx.origin,code snippet injection
294,4,tx.origin,code snippet injection
304,4,tx.origin,code snippet injection
