loc,length,bug type,approach
9,3,tx.origin,code snippet injection
17,4,tx.origin,code snippet injection
30,4,tx.origin,code snippet injection
38,4,tx.origin,code snippet injection
43,3,tx.origin,code snippet injection
53,4,tx.origin,code snippet injection
61,4,tx.origin,code snippet injection
70,4,tx.origin,code snippet injection
75,4,tx.origin,code snippet injection
80,4,tx.origin,code snippet injection
85,4,tx.origin,code snippet injection
90,4,tx.origin,code snippet injection
95,4,tx.origin,code snippet injection
100,3,tx.origin,code snippet injection
177,4,tx.origin,code snippet injection
182,4,tx.origin,code snippet injection
187,3,tx.origin,code snippet injection
191,4,tx.origin,code snippet injection
196,4,tx.origin,code snippet injection
201,4,tx.origin,code snippet injection
206,4,tx.origin,code snippet injection
212,3,tx.origin,code snippet injection
217,4,tx.origin,code snippet injection
222,3,tx.origin,code snippet injection
226,4,tx.origin,code snippet injection
231,4,tx.origin,code snippet injection
236,4,tx.origin,code snippet injection
241,4,tx.origin,code snippet injection
286,3,tx.origin,code snippet injection
305,4,tx.origin,code snippet injection
334,3,tx.origin,code snippet injection
374,4,tx.origin,code snippet injection
400,4,tx.origin,code snippet injection
430,4,tx.origin,code snippet injection
461,4,tx.origin,code snippet injection
519,3,tx.origin,code snippet injection
