loc,length,bug type,approach
98,4,tx.origin,code snippet injection
103,4,tx.origin,code snippet injection
108,3,tx.origin,code snippet injection
112,4,tx.origin,code snippet injection
117,4,tx.origin,code snippet injection
122,4,tx.origin,code snippet injection
126,4,tx.origin,code snippet injection
131,4,tx.origin,code snippet injection
141,4,tx.origin,code snippet injection
149,4,tx.origin,code snippet injection
154,4,tx.origin,code snippet injection
159,4,tx.origin,code snippet injection
163,4,tx.origin,code snippet injection
175,3,tx.origin,code snippet injection
205,4,tx.origin,code snippet injection
236,4,tx.origin,code snippet injection
244,4,tx.origin,code snippet injection
255,3,tx.origin,code snippet injection
265,3,tx.origin,code snippet injection
277,4,tx.origin,code snippet injection
282,4,tx.origin,code snippet injection
287,3,tx.origin,code snippet injection
295,4,tx.origin,code snippet injection
301,4,tx.origin,code snippet injection
312,3,tx.origin,code snippet injection
321,4,tx.origin,code snippet injection
330,3,tx.origin,code snippet injection
337,4,tx.origin,code snippet injection
345,4,tx.origin,code snippet injection
354,4,tx.origin,code snippet injection
362,4,tx.origin,code snippet injection
370,3,tx.origin,code snippet injection
376,4,tx.origin,code snippet injection
385,3,tx.origin,code snippet injection
401,4,tx.origin,code snippet injection
409,3,tx.origin,code snippet injection
419,4,tx.origin,code snippet injection
