loc,length,bug type,approach
166,9,Re-erntrancy,code snippet injection
113,7,Re-erntrancy,code snippet injection
104,8,Re-erntrancy,code snippet injection
473,10,Re-erntrancy,code snippet injection
455,10,Re-erntrancy,code snippet injection
434,8,Re-erntrancy,code snippet injection
420,5,Re-erntrancy,code snippet injection
394,8,Re-erntrancy,code snippet injection
373,6,Re-erntrancy,code snippet injection
354,8,Re-erntrancy,code snippet injection
339,8,Re-erntrancy,code snippet injection
318,8,Re-erntrancy,code snippet injection
302,8,Re-erntrancy,code snippet injection
286,8,Re-erntrancy,code snippet injection
211,7,Re-erntrancy,code snippet injection
197,8,Re-erntrancy,code snippet injection
180,8,Re-erntrancy,code snippet injection
131,10,Re-erntrancy,code snippet injection
94,9,Re-erntrancy,code snippet injection
85,8,Re-erntrancy,code snippet injection
75,9,Re-erntrancy,code snippet injection
66,8,Re-erntrancy,code snippet injection
57,8,Re-erntrancy,code snippet injection
48,8,Re-erntrancy,code snippet injection
264,8,Re-erntrancy,code snippet injection
253,8,Re-erntrancy,code snippet injection
244,8,Re-erntrancy,code snippet injection
237,6,Re-erntrancy,code snippet injection
228,8,Re-erntrancy,code snippet injection
155,9,Re-erntrancy,code snippet injection
148,6,Re-erntrancy,code snippet injection
