loc,length,bug type,approach
305,9,Re-erntrancy,code snippet injection
297,7,Re-erntrancy,code snippet injection
288,8,Re-erntrancy,code snippet injection
459,10,Re-erntrancy,code snippet injection
442,10,Re-erntrancy,code snippet injection
428,8,Re-erntrancy,code snippet injection
417,5,Re-erntrancy,code snippet injection
399,8,Re-erntrancy,code snippet injection
378,6,Re-erntrancy,code snippet injection
339,8,Re-erntrancy,code snippet injection
38,8,Re-erntrancy,code snippet injection
29,8,Re-erntrancy,code snippet injection
17,8,Re-erntrancy,code snippet injection
229,8,Re-erntrancy,code snippet injection
218,7,Re-erntrancy,code snippet injection
206,8,Re-erntrancy,code snippet injection
194,8,Re-erntrancy,code snippet injection
180,10,Re-erntrancy,code snippet injection
167,9,Re-erntrancy,code snippet injection
