loc,length,bug type,approach
352,3,Unhandled-Exceptions,code snippet injection
153,6,Unhandled-Exceptions,code snippet injection
147,5,Unhandled-Exceptions,code snippet injection
43,2,Unhandled-Exceptions,code snippet injection
10,6,Unhandled-Exceptions,code snippet injection
439,9,Unhandled-Exceptions,code snippet injection
422,9,Unhandled-Exceptions,code snippet injection
411,3,Unhandled-Exceptions,code snippet injection
400,3,Unhandled-Exceptions,code snippet injection
388,2,Unhandled-Exceptions,code snippet injection
332,9,Unhandled-Exceptions,code snippet injection
320,8,Unhandled-Exceptions,code snippet injection
313,3,Unhandled-Exceptions,code snippet injection
251,3,Unhandled-Exceptions,code snippet injection
223,5,Unhandled-Exceptions,code snippet injection
177,9,Unhandled-Exceptions,code snippet injection
167,5,Unhandled-Exceptions,code snippet injection
137,3,Unhandled-Exceptions,code snippet injection
124,9,Unhandled-Exceptions,code snippet injection
111,9,Unhandled-Exceptions,code snippet injection
104,3,Unhandled-Exceptions,code snippet injection
93,5,Unhandled-Exceptions,code snippet injection
84,3,Unhandled-Exceptions,code snippet injection
72,6,Unhandled-Exceptions,code snippet injection
63,2,Unhandled-Exceptions,code snippet injection
54,3,Unhandled-Exceptions,code snippet injection
23,3,Unhandled-Exceptions,code snippet injection
289,3,Unhandled-Exceptions,code snippet injection
36,5,Unhandled-Exceptions,code snippet injection
32,3,Unhandled-Exceptions,code snippet injection
