loc,length,bug type,approach
504,3,Unhandled-Exceptions,code snippet injection
485,6,Unhandled-Exceptions,code snippet injection
473,5,Unhandled-Exceptions,code snippet injection
464,2,Unhandled-Exceptions,code snippet injection
451,6,Unhandled-Exceptions,code snippet injection
408,9,Unhandled-Exceptions,code snippet injection
390,9,Unhandled-Exceptions,code snippet injection
368,3,Unhandled-Exceptions,code snippet injection
352,3,Unhandled-Exceptions,code snippet injection
336,2,Unhandled-Exceptions,code snippet injection
313,9,Unhandled-Exceptions,code snippet injection
290,8,Unhandled-Exceptions,code snippet injection
273,3,Unhandled-Exceptions,code snippet injection
255,3,Unhandled-Exceptions,code snippet injection
235,5,Unhandled-Exceptions,code snippet injection
212,9,Unhandled-Exceptions,code snippet injection
193,5,Unhandled-Exceptions,code snippet injection
180,3,Unhandled-Exceptions,code snippet injection
161,9,Unhandled-Exceptions,code snippet injection
143,9,Unhandled-Exceptions,code snippet injection
441,3,Unhandled-Exceptions,code snippet injection
435,5,Unhandled-Exceptions,code snippet injection
431,3,Unhandled-Exceptions,code snippet injection
129,6,Unhandled-Exceptions,code snippet injection
125,2,Unhandled-Exceptions,code snippet injection
120,3,Unhandled-Exceptions,code snippet injection
