loc,length,bug type,approach
108,3,Unhandled-Exceptions,code snippet injection
73,6,Unhandled-Exceptions,code snippet injection
67,5,Unhandled-Exceptions,code snippet injection
350,2,Unhandled-Exceptions,code snippet injection
336,6,Unhandled-Exceptions,code snippet injection
319,9,Unhandled-Exceptions,code snippet injection
297,9,Unhandled-Exceptions,code snippet injection
285,3,Unhandled-Exceptions,code snippet injection
264,3,Unhandled-Exceptions,code snippet injection
247,2,Unhandled-Exceptions,code snippet injection
225,9,Unhandled-Exceptions,code snippet injection
209,8,Unhandled-Exceptions,code snippet injection
198,3,Unhandled-Exceptions,code snippet injection
145,3,Unhandled-Exceptions,code snippet injection
134,5,Unhandled-Exceptions,code snippet injection
116,9,Unhandled-Exceptions,code snippet injection
85,5,Unhandled-Exceptions,code snippet injection
63,3,Unhandled-Exceptions,code snippet injection
53,9,Unhandled-Exceptions,code snippet injection
43,9,Unhandled-Exceptions,code snippet injection
39,3,Unhandled-Exceptions,code snippet injection
33,5,Unhandled-Exceptions,code snippet injection
29,3,Unhandled-Exceptions,code snippet injection
177,6,Unhandled-Exceptions,code snippet injection
174,2,Unhandled-Exceptions,code snippet injection
168,3,Unhandled-Exceptions,code snippet injection
164,3,Unhandled-Exceptions,code snippet injection
160,3,Unhandled-Exceptions,code snippet injection
154,5,Unhandled-Exceptions,code snippet injection
103,3,Unhandled-Exceptions,code snippet injection
94,8,Unhandled-Exceptions,code snippet injection
