loc,length,bug type,approach
21,3,Unhandled-Exceptions,code snippet injection
14,6,Unhandled-Exceptions,code snippet injection
8,5,Unhandled-Exceptions,code snippet injection
248,2,Unhandled-Exceptions,code snippet injection
237,6,Unhandled-Exceptions,code snippet injection
221,9,Unhandled-Exceptions,code snippet injection
206,9,Unhandled-Exceptions,code snippet injection
193,3,Unhandled-Exceptions,code snippet injection
186,3,Unhandled-Exceptions,code snippet injection
177,2,Unhandled-Exceptions,code snippet injection
160,9,Unhandled-Exceptions,code snippet injection
128,8,Unhandled-Exceptions,code snippet injection
104,3,Unhandled-Exceptions,code snippet injection
79,3,Unhandled-Exceptions,code snippet injection
71,5,Unhandled-Exceptions,code snippet injection
61,9,Unhandled-Exceptions,code snippet injection
54,5,Unhandled-Exceptions,code snippet injection
50,3,Unhandled-Exceptions,code snippet injection
40,9,Unhandled-Exceptions,code snippet injection
30,9,Unhandled-Exceptions,code snippet injection
26,3,Unhandled-Exceptions,code snippet injection
