loc,length,bug type,approach
147,3,Unhandled-Exceptions,code snippet injection
109,6,Unhandled-Exceptions,code snippet injection
103,5,Unhandled-Exceptions,code snippet injection
392,2,Unhandled-Exceptions,code snippet injection
378,6,Unhandled-Exceptions,code snippet injection
361,9,Unhandled-Exceptions,code snippet injection
339,9,Unhandled-Exceptions,code snippet injection
327,3,Unhandled-Exceptions,code snippet injection
306,3,Unhandled-Exceptions,code snippet injection
289,2,Unhandled-Exceptions,code snippet injection
267,9,Unhandled-Exceptions,code snippet injection
251,8,Unhandled-Exceptions,code snippet injection
240,3,Unhandled-Exceptions,code snippet injection
184,3,Unhandled-Exceptions,code snippet injection
173,5,Unhandled-Exceptions,code snippet injection
155,9,Unhandled-Exceptions,code snippet injection
126,5,Unhandled-Exceptions,code snippet injection
99,3,Unhandled-Exceptions,code snippet injection
89,9,Unhandled-Exceptions,code snippet injection
79,9,Unhandled-Exceptions,code snippet injection
75,3,Unhandled-Exceptions,code snippet injection
69,5,Unhandled-Exceptions,code snippet injection
65,3,Unhandled-Exceptions,code snippet injection
50,6,Unhandled-Exceptions,code snippet injection
44,2,Unhandled-Exceptions,code snippet injection
37,3,Unhandled-Exceptions,code snippet injection
30,3,Unhandled-Exceptions,code snippet injection
223,3,Unhandled-Exceptions,code snippet injection
217,5,Unhandled-Exceptions,code snippet injection
212,3,Unhandled-Exceptions,code snippet injection
203,8,Unhandled-Exceptions,code snippet injection
199,3,Unhandled-Exceptions,code snippet injection
195,3,Unhandled-Exceptions,code snippet injection
142,3,Unhandled-Exceptions,code snippet injection
138,3,Unhandled-Exceptions,code snippet injection
