loc,length,bug type,approach
371,10,Overflow-Underflow,code snippet injection
361,4,Overflow-Underflow,code snippet injection
349,4,Overflow-Underflow,code snippet injection
335,10,Overflow-Underflow,code snippet injection
325,4,Overflow-Underflow,code snippet injection
314,4,Overflow-Underflow,code snippet injection
303,4,Overflow-Underflow,code snippet injection
278,4,Overflow-Underflow,code snippet injection
267,4,Overflow-Underflow,code snippet injection
253,8,Overflow-Underflow,code snippet injection
228,8,Overflow-Underflow,code snippet injection
218,4,Overflow-Underflow,code snippet injection
210,4,Overflow-Underflow,code snippet injection
202,4,Overflow-Underflow,code snippet injection
190,8,Overflow-Underflow,code snippet injection
107,4,Overflow-Underflow,code snippet injection
99,4,Overflow-Underflow,code snippet injection
87,8,Overflow-Underflow,code snippet injection
79,4,Overflow-Underflow,code snippet injection
175,10,Overflow-Underflow,code snippet injection
164,10,Overflow-Underflow,code snippet injection
159,4,Overflow-Underflow,code snippet injection
148,10,Overflow-Underflow,code snippet injection
137,10,Overflow-Underflow,code snippet injection
127,8,Overflow-Underflow,code snippet injection
116,10,Overflow-Underflow,code snippet injection
68,4,Overflow-Underflow,code snippet injection
63,4,Overflow-Underflow,code snippet injection
54,8,Overflow-Underflow,code snippet injection
