loc,length,bug type,approach
272,10,Overflow-Underflow,code snippet injection
267,4,Overflow-Underflow,code snippet injection
262,4,Overflow-Underflow,code snippet injection
410,10,Overflow-Underflow,code snippet injection
399,4,Overflow-Underflow,code snippet injection
389,4,Overflow-Underflow,code snippet injection
379,4,Overflow-Underflow,code snippet injection
365,4,Overflow-Underflow,code snippet injection
346,4,Overflow-Underflow,code snippet injection
307,8,Overflow-Underflow,code snippet injection
30,8,Overflow-Underflow,code snippet injection
25,4,Overflow-Underflow,code snippet injection
17,4,Overflow-Underflow,code snippet injection
207,4,Overflow-Underflow,code snippet injection
195,8,Overflow-Underflow,code snippet injection
187,4,Overflow-Underflow,code snippet injection
179,4,Overflow-Underflow,code snippet injection
167,8,Overflow-Underflow,code snippet injection
159,4,Overflow-Underflow,code snippet injection
