loc,length,bug type,approach
66,10,Overflow-Underflow,code snippet injection
59,4,Overflow-Underflow,code snippet injection
52,4,Overflow-Underflow,code snippet injection
246,10,Overflow-Underflow,code snippet injection
224,4,Overflow-Underflow,code snippet injection
205,4,Overflow-Underflow,code snippet injection
182,4,Overflow-Underflow,code snippet injection
163,4,Overflow-Underflow,code snippet injection
143,4,Overflow-Underflow,code snippet injection
122,8,Overflow-Underflow,code snippet injection
93,8,Overflow-Underflow,code snippet injection
45,4,Overflow-Underflow,code snippet injection
40,4,Overflow-Underflow,code snippet injection
33,4,Overflow-Underflow,code snippet injection
23,8,Overflow-Underflow,code snippet injection
18,4,Overflow-Underflow,code snippet injection
13,4,Overflow-Underflow,code snippet injection
