loc,length,bug type,approach
70,10,Overflow-Underflow,code snippet injection
63,4,Overflow-Underflow,code snippet injection
56,4,Overflow-Underflow,code snippet injection
250,10,Overflow-Underflow,code snippet injection
228,4,Overflow-Underflow,code snippet injection
209,4,Overflow-Underflow,code snippet injection
186,4,Overflow-Underflow,code snippet injection
167,4,Overflow-Underflow,code snippet injection
147,4,Overflow-Underflow,code snippet injection
126,8,Overflow-Underflow,code snippet injection
97,8,Overflow-Underflow,code snippet injection
49,4,Overflow-Underflow,code snippet injection
44,4,Overflow-Underflow,code snippet injection
37,4,Overflow-Underflow,code snippet injection
27,8,Overflow-Underflow,code snippet injection
22,4,Overflow-Underflow,code snippet injection
17,4,Overflow-Underflow,code snippet injection
