loc,length,bug type,approach
86,10,Overflow-Underflow,code snippet injection
80,4,Overflow-Underflow,code snippet injection
327,4,Overflow-Underflow,code snippet injection
312,10,Overflow-Underflow,code snippet injection
290,4,Overflow-Underflow,code snippet injection
267,4,Overflow-Underflow,code snippet injection
253,4,Overflow-Underflow,code snippet injection
244,4,Overflow-Underflow,code snippet injection
235,4,Overflow-Underflow,code snippet injection
218,8,Overflow-Underflow,code snippet injection
204,8,Overflow-Underflow,code snippet injection
194,4,Overflow-Underflow,code snippet injection
185,4,Overflow-Underflow,code snippet injection
176,4,Overflow-Underflow,code snippet injection
163,8,Overflow-Underflow,code snippet injection
152,4,Overflow-Underflow,code snippet injection
143,4,Overflow-Underflow,code snippet injection
128,8,Overflow-Underflow,code snippet injection
112,4,Overflow-Underflow,code snippet injection
68,10,Overflow-Underflow,code snippet injection
56,10,Overflow-Underflow,code snippet injection
44,4,Overflow-Underflow,code snippet injection
32,10,Overflow-Underflow,code snippet injection
20,10,Overflow-Underflow,code snippet injection
10,8,Overflow-Underflow,code snippet injection
